,Tweet,Label
45,dear kemkominfo indosatcare myxl xlaxiata tbk telkomsel axisgsm smartfrenworld kampus alih daring kantor terap workfromhome moga kuota internet murah jaring stabil terima kasih,Negatif
46,yth telkomsel maslahat wabah virus covid paket yg masuk kantong khusus diskon terimakasih,Negatif
47,jokowi saran betah rumah tolong telkomsel indihome buka blokir netflixid biar kingdom bantu terima kasih,Negatif
48,selamat siang admin telkomsel keluh pulsa laku pakai upa telpon sms pakai paket data mohon tanggap rugi terima kasih,Negatif
49,selamat pagi nomor cek pulsa app telkomsel buka terima kasih telkomsel,Positif
50,me rangin ngecek wa sosmed ga aktif paket also me liat surprisedeal langsung beli kuota terimakasih telkomsel udah niat nya gagal,Negatif
51,haloo telkomsel bilang akhir jaring mu masuk jam sore jelek daerah ku terima kasih,Negatif
52,terima kasih info nya min telkomsel moga maju kendala dgn memaklumin usaha yg laku tim linkaja,Negatif
53,terima kasih telkomsel mrmbuat henti main game henti langgan,Negatif
54,dear telkomsel jaring internet utk daerah malu kabupaten buru selatan khusus terima kasih,Positif
55,halo telkomsel beli paket combo yg pake telp gratis mnt tp pulsa sll potong telfon sms tulis paket aktif tanggal maret terima kasih,Negatif
56,halo telkomsel internet lokal pakai lokasi sesuai sisa kuota utama omg nol saran web blog orang udh dilakuin tetep gabisa mohon solusi cepat ya terimakasih,Negatif
57,terima kasih telkomsel jaring yang bikin orang emosi solusi yang ikan bantu terima kasih,Negatif
58,terima kasih indihome amp telkomsel sdh sulit netflix,Negatif
59,tolong cek telkomsel no gak konek internet telkomsel terimakasih,Negatif
60,halo telkomsel jaring internet hilang ya g mohon konfirmasi terima kasih,Negatif
61,jaring telkomsel takengon aceh harap tangan terima kasih,Negatif
62,alhamdulillah kuota telkomsel ku masuk gara voucher eror kmrn terimakasih admin telkomsel yg sabar nanggepin neng bgt nya kuota sy lg sabar,Negatif
63,daftar extra kuota telkomsel terima kasih bantu limit,Positif
64,selamat pagi cs telkomsel no no sc telkomsel sms masuk no tawar upgrade paket kartu hallo terima kasih,Positif
65,hi telkomsel telkomcare mohon info jam operasional gerai grapari yg buka jakarta psbb langsung terimakasih,Positif
66,terima kasih telkomsel nyata teman teman ayo selesai preprocessinglelah bacaduluaja semangatpuasa telkomsel,Negatif
67,terimakasih tangan dg telkomsel,Positif
68,terima kasih telkomsel gb k,Positif
69,btw terimakasih telkomsel sudaah sulit yang rumah aja,Negatif
70,jam gadikasi koneksi koneksi muncul terima kasih telkomsel moga ga ilang ilang ya koneksi,Negatif
71,terimakasih team cs yg shopeeid bwt bantu sy dpt ganti nmr lma kartuhalo telkomsel nmr krt halo sy yg masuk utk shopee user yg lbih dr thn wkt hapus akun yg tdk transaksi tdk susah,Negatif
72,terima kasih telkomsel harga mahal layan muas ya gratis paket ya lockdown bikin susah paket wkwk,Positif
73,harap pandemi gin murah nyata paket internet terima kasih telkomsel,Negatif
74,min telkomsel urus nomor yg tenggamg ya hubung grapari trdkat nomor sibuk mohon info terimakasih,Negatif
75,terima kasih telkomsel henti henti kirim sms video kerja yang nyata henti sms yang masuk ulang kerja good job,Positif
76,minggu internet gabisa pakai lg kuota hangus terimakasih telkomsel,Negatif
77,mohon maaf telkomsel kalo listrik mati jaring telkomsel hilang ya terimakasih,Positif
78,akhir bbrp kali kecewa telkomsel terimakasih,Negatif
79,tingkat sistem telkomsel yang selesai dampak kualitas internet siang malam yang stabil rugi langgan untung telkomsel tindak terima kasih,Negatif
80,telkomsel telkomsel isi pulsa cuman sms konfirmasi pulsa sukses cek my telkomsel koq pulsa tolong konfirmasi min trims isi ulang pulsa rp hasil sn terima kasih,Negatif
81,min telkomsel kendala kalo terima kasih,Negatif
82,selamat pagi telkomsel puk nomor iccid terimakasih,Positif
83,diisin pulsa telkomsel terima kasih telkomsel,Positif
84,terimakasih telkomsel sinyal stabil ajar online lancar gaming ngga lag,Positif
85,dear telkomsel mohon bantu respon yg kirim via direct message terimakasih,Positif
86,hi telkomsel sy perihal tagih kartu halo diluarnegri yang laku transaksi kali sms perbankang tagih data aktif ponsel tinggal lemari tolong terimakasih,Negatif
87,hallo telkomsel terima kasih sinyal yang bagus kuliah online pas absen putus sinyal terima kasih layan harga,Negatif
88,ngajar online gel kuping ya terimakasih telkomsel tlpn menit potong ribu eh gratis all operator cinta,Negatif
89,konsul konksi internet telkomsel koneksi jelek terimakasih telkomsel,Positif
90,halo firstmediacares internet lancar terimakasih telkomsel,Positif
91,selamat pagi nanya aju proposal sponsorship kira syarat ya terimakasih wassalam indosatcare im ooredoo triindonesia telkomsel psfoundation pocariid,Positif
92,terima kasih telkomsel erti arti sabar yang sungguh,Positif
93,min telkomsel tolong paket keteng yang youtube mentok gb yang gb mahal gapapa ngeliat kompilasi idola bogeng terima kasih maulana adieb fadloly,Positif
94,terimakasih telkomsel sinyal jelek,Negatif
95,mati listrik sinyal telkomsel awut awut gaboleh rumah kombinasi yang sebal terimakasih pln telkomsel dirumahaja suram,Negatif
96,terimakasih telkomsel jaring stabil nomor simpati pake personal hotspot utk lancar kirim update kerja maklum xl no service dirumahaja,Negatif
97,yth telkomselflash telkomsel rumah aja tolong jaring internet nya koreksi buruk jaring nya terima kasih,Negatif
98,pagi telkomsel tolong nomer telkomsel tante ngga cek pulsa cek paket data ngga internetan dmkan nomernya terima kasih,Negatif
99,tolong telkomsel indihome mohon kerjasamanya tolong jaring jele banget senin yg arti signal ganggu terima kasih,Negatif
100,selamat malam telkomsel jaring rumah buruk tolong bantu biar internet lancar terima kasih,Positif
101,kalo perintah suruh rumah aja tolong internet telkomsel lancarin inyong arep online ndet ndetan internetnya tolong bantu dkijakarta aniesbaswedan biar gak boring didlm rumah terima kasih,Negatif
102,dear telkomsel informasi sinyal tinggal bagus mohon arah bantu sinyal handphone lancar terima kasih,Positif
103,terima kasih telkomsel beli kuota hasil terima kabar iya,Positif
104,tolong tingkat layan jaring telkomsel daerah manggis jaring hilang terima kasih,Positif
105,dear telkomsel beli paket app my telkomsel error tolong banting terima kasih,Negatif
106,pagi miin kartu telkomsel ku cek pulsa kirim sms gak ya min terima sms telpon mohon bantu min terimakasih,Positif
107,dear admin telkomsel mengaktivasi paket ya kali notifikasi hasil gagal mohon bantu ya terimakasih,Positif
108,terimakasih telkomsel,Positif
109,min telkomsel info kartu istri blokir grapari tutup mohon info solusi terima kasih,Positif
110,terimakasih layan eh sori sori udah minggu dibales telkomsel,Negatif
111,halo telkomsel fitur linkaja tolong top up balance nya tambahin bca donk tsel yang terima kasih,Negatif
112,terima kasih telkomsel jaring tetep aja defeat tim nub,Positif
113,terima kasih telkomsel kartu as tani thn kualitas yg buruk ny moveon,Negatif
114,puasa latih sabar puasa sabar udh latih terima kasih telkomsel uji sabar wfh minggu,Negatif
115,terimakasih telkomsel dengar keluh kemaren tolong tower daerah penuh butuh telkomsel telkomsel yg daerah tolong sahabat rindu akses lancar daerah,Positif
116,kak ga ganti kartu pandemi grapari tutup terima kasih telkomsel,Positif
117,halo admin telkomsel kait jaring telkomsel sinyal lemah mohon yang dirumahaja produktif terusbergerakmaju terima kasih,Negatif
118,rumah pake wifi indihome hp ke pake telkomsel hp ke pake by down kerja ancur beranta terima kasih,Negatif
119,terima kasih telkomsel gb nya,Positif
120,terima kasih telkomsel paket gb rp,Positif
121,dear telkomsel knp laku cek pulsa tdk dpt proses trs ya yg mohon bantu terimakasih,Positif
122,terimakasih telkomsel internet super murah gb rp dirumahaja telkomsel covid indonesia coronaindonesia,Positif
123,terimakasih kpu id yg ajar tata milu lansung moga adil sosial kemensosri terimakasih sinyal g telkomsel mudah an juang era industri itjen kemdikbud bangsatbangsa jokowi telkomsel,Negatif
124,heii kak smartfrencare telkomsel ber janji yah nih sinyal jelek terimakasih kiki,Negatif
125,dear telkomsel yth signal jelek kaya gin arti dukung gera dirumahaja mohon menggaggu produktifitas wfh terimakasih,Positif
126,neng kuliah online sinyal bagus cepat terima kasih telkomsel,Positif
127,pagi telkomsel paket data tinggal gb cek esok tinggal mb malam pakai apa kali nomor yang beda admin solusi sangkut kuliah online terima kasih,Positif
128,terimakasih telkomsel pulsa buang paket internet yang aktif gajelas yang salah pas nyari twitter nyata yang kayak gin ga ngerti langsung aktif paket gajelas,Positif
129,mohon harga linkaja ubah enak disetting diler mohon telkomsel nama diler mkn regional muara bungo propinsi jambi terimakasih,Positif
130,dear telkomsel aplikasi my telkomsel pilih paket data internet sekalli paket omg paket combo yang paket darurat daftar sms mohon tanggap terimakasih,Negatif
131,selamat siang lapor nomor telepon nomor kenal negeri harap nomor telkomsel yang lindung mohon bantu telkomsel kemkominfo terimakasih,Positif
132,selamat siang lapor nomor telepon nomor kenal negeri harap nomor telkomsel yang lindung mohon bantu terimakasih telkomsel,Positif
133,selamat pagi telkomsel selamat siang lapor nomor telepon nomor kenal negeri harap nomor telkomsel yang lindung mohon bantu terimakasih,Positif
134,selamat pagi telkomsel lapor nomor telepon nomor kenal negeri harap nomor telkomsel yang lindung mohon bantu telkomsel terimakasih,Positif
135,terima kasih telkomsel berkat istighfar,Positif
136,terimakasih indihome telkomsel telkomcare sabar buah sikat netflixid vpn cihuuuy,Positif
137,terimakasih telkomsel harga mahal udah minggu sinyal ancoeeeer,Positif
138,pagi min telkomsel knp ya gapernah beli paket internet gak aktifin nyalain data telkomsel tp tarik pulsa beli paket internet pdhl samasekali gapernah pake tsel langgang internet tlg ya rugi terimakasih,Positif
139,selamat malam kak admin yg sangkut ya jaring telkomsel error buffering ga kuota mohon terimakasih,Positif
140,tsel dirumahaja ku tbtb kasih kuota terima kasih telkomsel,Positif
141,hi telkomsel selamat siang mhon bantu nya jdi kemaren tuh tolong potong kartu sim biar nano sim stelah potong ga baca udh coba msih ttep gakebaca mhon respon nya ya dri telkomsel terimakasih,Negatif
142,dirgahayu telkomsel yang terimakasih setia tani sampe emang provider jos,Positif
143,barusan telp rekan tugas yg kampung bilang kampung sinyal g telkomsel titik tugas terima kasih moga layan maksimal,Negatif
144,min admin telkomsel tolong bantu nomor yang kode puk terima kasih,Negatif
145,selamat pagi telkomsel mohon kualitas sinyal jaring internet wilayah desa ngeposari semanu gunungkidul utama dusun kangkung terimakasih,Negatif
146,terimakasih kuota darurat ya brouw telkomsel,Positif
147,dear telkomsel admin staff selamat raya idul fitri mal aidzin wal faidzin mohon maaf lahir batin terimakasih service lelah layan keluh yang tugas selamat tugas,Positif
148,lebaran rumah rantau yg ga mudik jasa telkomsel berharha vc bareng keluarga terima kasih telkomsel berkat sinyal mu yg stabil yg maaf maaf an jancok jancok an,Positif
149,selamat malam telkomsel siang sy tukar daily check in tp blm masuk ekstra kuota mohon bantu ya min terima kasih,Positif
150,dear admin telkomsel tolong min sinyal simpati daerah larang utara ciledug tangerang buruk ya mohon dpt terima kasih,Positif
151,tiwas tang isuk sisa kuota gb ku takedown mbe telkomsel terima kasih bahagia doang,Positif
152,jugaa telkomsel ngasi thr gb paket malam alhamdulillah terima kasih telkomsel,Positif
153,gara pake telkomsel liat video twitter yg menit menit terimakasih isi luang,Positif
154,min telkomsel lokasi sy sinyal internet jelek lancar jaya mohon perhati terimakasih,Positif
155,tolong telkomsel jaring lebaran jaring yg error siang terima kasih,Positif
156,selamat malam nomor simpati tenggang isi pulsa terima panggil mohon solusi nya terimakasih simpati telkomsel grapari,Positif
157,admin telkomsel tolong jaring g lte lurah kuncir indah tangerang stuck network g lapor kendala terima kasih,Positif
158,malam telkomsel area kebayoran selatan alami ganggu internet jum at malam sampe mohon bantu kece terima kasih,Positif
159,selamat siang telkomsel kartuhallo kick gold dgn limit rp ga beli ekstra kuota pdhl mohon info terimakasih,Positif
160,beli paket internet sahur rp utk gb jam wib lumayan habis utk download drakor dpt lengkap drakor hyena bbrpa episode terimakasih telkomsel hibur mantap tahan,Positif
161,gimana yah kak udah restart hp udh ganti posisi sim udah ganti jaring google ko gin ya kak jaring nya emergency calls only no nya banget pakai hariini terima kasih telkomsel,Positif
162,selamat pagi mohon bantu ga aktifin paket combo yang gb gunain paket terimakasih telkomsel,Positif
163,terima kasih telkomsel myxl indosatcare yang bantu backup kampanye wfh sfh rfh bentuk edukasi sehat akun,Positif
164,terima kasih kuota internet malam telkomsel yg teman begadang racun emang,Positif
165,terima kasih telkomsel simcard ana g,Positif
166,hai min telkomcare telkomsel informasi gerai telkomsel yg buka utama wilayah jakarta timur jam operasional nya terima kasih,Positif
167,senin pakai g ceria telkomsel yang ngebut bangeeet gb harga rb aja terima kasih telkomsel,Positif
168,gak telkomsel malam in ngasih gratis nelpon puas gw udah putus doi tad siang terima kasih,Positif
169,regitrasi ulang kartu coba registrasi kartu balas nomor daftar gimana ya kak solusi biar fitur internet aktif terimakasih telkomsel,Positif
170,dear telkomsel gimana aktif paket society orang ajar aktif paket terima kasih,Positif
171,tolong pulih jaring telkomsel telkomindonesia telkomcare pasca banjir bandang takengon aceh sore sulit akses data telepon terima kasih,Positif
172,halo kick paket hibur yg paket ya browsing youtube mohon terima kasih telkomsel,Positif
173,dear telkomsel mohon informasi kait tagih kartuhalo periode april mei yang masuk e mail terima kasih,Positif
174,selamat malam telkomsel mohon informasi periode undi racing thr juta periode terima kasih,Positif
175,terima kasih kuota telkomsel gratis yudha salam cs yg nama natasha ya,Positif
176,hallo telkomsel mohon bantu nomor tiba blokir telp terima telp internet blokir telp call center flat nomor lapor kasih tlg follow up,Positif
177,dear telkomsel simcard tolong cek inbox yaa terimakasih,Positif
178,dear telkomsel simcard tolong cek inbox yaa terimakasih,Positif
179,hai telkomsel malam sinyal bar lot hujan sore malam moga cepat ya terimakasih,Positif
180,x minggu k telkomsel terima kasih,Positif
181,terima kasih yudha support gb nya telkomsel,Positif
182,terima kasih telkomsel beli paket data bantu buruk sinyal,Positif
183,telkomsel nya pakai telkomsel ya telkomsel terima kasih main konsisten hilang paket data,Positif
184,halo kartu ayah ganggu layan kartu sim re input cek atur mohon bantu terima kasih telkomsel,Positif
185,pahlawan yang juang terima kasih semangat yang padam rumah pahlawandarirumah sabturindu indihome telkomindonesia telkomsel,Positif
186,terima kasih telkomsel kuota saran coba proses singkat gitu,Positif
187,terimakasih telkomsel udah masuk pulsa yak mantap unj official,Positif
188,info grapari by daerah rancaekek bandung telkomsel terima kasih,Positif
189,selamat malam telkomsel mohon maaf nomor isi ulang ya sms masuk isi ulang ya terimakasih,Positif
190,hallo admin knp ya gak akses youtube coba on off mode pesawat speedtestnya lancar youtube masuk menu gak muncul apa min tlg bantu yooo telkomsel terimakasih,Positif
191,terimakasih telkomsel akses internet super lambat rumah eug puasa pahala ngalir terusss,Positif
192,terimakasih telkomsel dah beres jaring dah normal g nya telkomsel dah gw follow jg tuh,Positif
193,halo telkomsel case id selesai nih jam udah beres ken bilang bajing terima kasih,Positif
194,terima kasih telkomsel sinyal buruk tsel dirumahaja ga sesuai tuh ganti aja tselmahalburuksinyal suruh rumah aja layan sinyal hancur ga buka sosmed kecuali wa youtube,Positif
195,gak pasang indihome pakai provider mobile aja terimakasih byu id telkomsel indosatcare smartfrenworld myxlcare,Positif
196,telkomsel terimakasih hidup kalang kabut,Positif
197,halo telkomsel case id selesai nih minggu loh jam selesai terima kasih layan yang sangat jelek,Positif
198,dear telkomsel saran ya dukung stayathome mohon kuota khusus youtube kids anak lbh bahagia streamingnya ortu gk sek beli kuota terima kasih,Positif
199,siang min telkomsel app my telkomsel ga buka yah terima kasih,Positif
200,assalamualaikum telkomsel tolong sedia paket app mytelkomsel yg dipake area jgn pisah internet lokal omg jd sayang kuota yg ga kepake terimakasih,Positif
201,dear mimin telkomsel mohon info grapari semarang yang buka aktivasi kartu yang hilang terima kasih,Positif
202,terima kasih hooq id telkomsel,Positif
203,semenjak laku psbb nyata internet laku psbb gak cuman perdana kartu hp telkomsel aja yg laku psbb nyata indihome laku psbb terima kasih ber ber hebat,Positif
204,terimakasih telkomsel yang tetus giat telat notifikasi kuota habis sisa pulsa nomor blas habis sedot,Positif
205,terima kasih telkomsel jaring yg keluh moga jd yg,Positif
206,halo telkomsel case id selesai nih jam sdh x jam koordinasi coba pake zoom meet gitu koordinasi biar cepat terima kasih,Negatif
207,selamat pagi telkomsel tolong dibenerin jaring paket gb laku gak pakai rugi mohon erti terimakasih,Negatif
208,sore telkomsel ya internet akses lelet mohon tanggap terima kasih,Positif
209,info no call centre kartu halo telkomsel terima kasih telkomsel,Positif
210,mohon kualitas jaring telkomsel jayawijaya terimakasih,Positif
211,kecewa telkomsel beli paket combo omg gb rp rb bayar via gopayindonesia gojekindonesia my telkomsel nyata gagal tunggu jam saldo gopay operator sibuk terima kasih,Negatif
212,hi telkomsel terimakasih layan alhamdulillah pindah provider mahal jaring buruk lokasi percis kantor pusat telkomsel tolong,Negatif
213,dear pimpin pt telkomsel indonesia tolong bikinin paket internet unlimited harga kantong ajar plisss butuh sekian terima kasih telkomsel,Positif
214,hay telkomsel mohon stabil koneksi koneksi nya prihatin mohon tanggap keluh lokasi tanjung datuk siak bengkal riau terimakasih,Positif
215,dear telkomsel nomor akun palsu facebook nama nomor utk tipu utk blokir terima kasih telkomcare telkom bareskrimpolri e ss,Positif
216,terimakasih telkomsel jrnganmu sungguh mcm kudacuki,Positif
217,tolong cek isi ribu ka terima kasih telkomsel,Positif
218,tanggal nominal ribu nomor tolong cek ka isi terima kasih telkomsel,Positif
219,hsdpa jalan ninjaku terimakasih telkomsel,Positif
220,pulang kerja tinggal mono liat telkomsel pu jaring internet hancur sj main game online tra bs youtube buffering pdhal res p ya internet wamena hancur tp harga kuota mahal terima kasih telkomsel,Positif
221,hai min telkomsel ya sinyal telkomsel dadak hilang malem trus jam kerja lo oh iya nomor kayak daerah deh pulau karimunjawa cuman sinyal telkomsel yang andal min terimakasih,Positif
222,terimakasih telkomsel sinyal bangsat,Negatif
223,hy telkomsel tolong memberhentika layan yg potong pulsa no telkomsel sodara no hp yg kena layan potong pulsa mohon proses terimakasih,Positif
224,dear telkomsel ya kouta koneksi lemott ya kouta sekarat koneksi internet cepet banget mohon cerah terima kasih admin oci,Positif
225,halo telkomsel capek sms nomor ga yang isi tipu togel dsb tolong data pribadi langgan disebarluaskan izin terima kasih,Positif
226,ya telkomsel paketin terima kasih proses gtu ga reply please bantu yaa,Positif
227,terima kasih linkaja mudah ojol isi bbm diskon gampang bayar tagih pln indihome aetrajkt telkomsel hallo,Positif
228,jaring telkomsel daerah kec krayan kab nunukan kalimantan utara stabil terima kasih telkomsel,Positif
229,terima kasih indihome internetnya yg lambat telkomsel yg sinyal ilang ilangan,Positif
230,bahagia liat paket kouta telkomsel promo gokil dahh sumpah terimakasih terimakasih terimakasih,Positif
231,min telkomsel pulsa gw ga laku transaksi loh mohon terima kasih ridwan,Positif
232,terima kasih telkomsel indihome gagal uji pagi mohon seko biar uji,Positif
233,teman gua yang pakai telkomnjing ngeluh jaring pakai main game alih indosat terima kasih telkomsel telkomindonesia telkompromo layan,Positif
234,maaf min internetan gak udh beli kuota telkomsel please respon min terima kasih,Positif
235,halo mimin telkomsel min paket kartuhallo bayar tagih bayar ya telpon pusat informasi kartohallonya mohon info mimin terima kasih,Positif
236,selamat siang telkomsel lapor wakil utk area jl raya ujung genteng surade petir yg timpa wilayah yg sinyal g amp g mati kena petir terimakasih,Positif
237,hai telkomsel pulsa potong gak dipake paket gak traksaksi mohon bantu terimakasih,Positif
238,terima kasih indihome bantu habis kuota internet telkomsel work from home,Positif
239,ehe main molen lancar mood wkwkwk terima kasih telkomsel,Positif
240,hallo telkomsel lapor nomor tipu yang telpon tolong selidik blok ya terima kasih,Positif
241,alhamdulillah terimakasih telkomsel,Positif
242,g ceria gb telkomsel terimakasih,Positif
243,terimakasih telkomsel sinyal buruk sinyal buruk sabar buka twiter main pubg mati too soon moga sabar dosa aamiin sehat ya,Positif
244,malam masuk nomor voucher kuota telkomsel langsung masuk kuota pagi masuk pulsa utama mohon telkomsel kuota internet masuk terimakasih,Positif
245,pagi telkomsel mytelkomsel ganguan ya beli paket internet ko ga bisa terima kasih,Positif
246,malem admin telkomsel laku beli paket malam pulsa mohon solusi admin terima kasih,Positif
247,untung paket darurat telkomsel terima kasih telkomsel,Positif
248,admin tolong sinyal g loading aja pakai main game terimakasih telkomsel,Positif
249,terimakasih playanan yg muas grapari telkomsel ciputat,Positif
250,jaring telkomsel desa desa buanasakti batanghari lampung timur susah btw pakai im ooredoo utk ngetweet terimakasih telkomsel telkom im ooredo indonesia,Positif
251,telkomsel ya signal kalimantan barat kabupaten bengkayang camat capkala signal bagus g moga tanggap telkomsel terimakasih,Negatif
252,emang bener ya langgan setia telkomsel tawar tarik aja buka aplikasi mytsel free youtube whatsapp dll terimakasih ya pilih manjadi langgan dg promo,Positif
253,terima kasih telkomsel,Positif
254,tolong drespon komplenan telkomsel terimakasih,Positif
255,terima kasih telkomsel selamat paket surprise deal gb rp aktif laku tgl pkl wib cek status henti langgan my telkomsel apps hub info superdeal,Positif
256,halo telkomsel beli vocher telkomsel gb pas masukin kode ko gabisa yaaa tulis sistem sibuk terimakasih,Positif
257,barusan lapor sms tipu telkomsel resah banget aja masuk mohon tindak serius laku jera kalo terima kasih,Positif
258,selamat pagi min telkomsel indihome yg internet kantor layan tangan ya mohon bantu tunda bayar internet terimakasih,Positif
259,siang min indihome telkomsel nanya lampu pon router kedap kedip merah daerah cisaga jawa barat mohon bantu terimakasih,Positif
260,usul dear telkomsel kuota gb maxstream paket iphone plan nya balikin omg youtube aja deh faedah kayak terima kasih,Positif
261,halo telkomsel tolong kabur hindar sepele please paket data yg blm masuk hbs laku balikin aja gopayindonesia kirim email mohon maaf proses terima kasih,Positif
262,menit internet bikin was was gabisa nonton terimakasih telkomindonesia telkomsel kabar kabar kalo sistem biar cari back up an,Positif
263,min telkomsel nonton film maxstream ngambilnya kuota utama beli paket maxstream terimakasih,Positif
264,punten telkomsel beli kuota gagal ya pulsa utk beli kuota terimakasih,Positif
265,rela rp telkomsel paket combo omg gb via gopayindonesia yang gagal masuk saldo potong terima kasih tanggap hormat langgan yang kecewa terima kasih,Positif
266,paket data nyampe jg ngomong proses kek followup kek udah kagak percaya makasih telkomsel udah php tipu terima kasih,Negatif
267,halo telkomsel tolong cek dmku ya urgent terimakasih,Positif
268,halo telkomsel tunggu dr kerja yg jatuh jumat juli alhamdulillah wa syukurillah kuota sy diinject amp sy terima pagi tgl juli terima kasih telkomsel moga ga aamiin,Positif
269,halo telkomsel kasih temen ujreal promo kasi klo ngechat ngadet dapet promo nya dikit langgan setia terima kasih kak,Positif
270,dear mba kimmy jeslyn nayla ruina laras alya mas robby telkomsel terima kasih bantu no yg pesan utama mas robby jam telepon mas robby sim card nya kantor terima kasih sukses,Positif
271,telkomsel tau kalo gak sms text message dr hp gak kentang nomor sebar kang judi onlen agent pinjam uang agent kpr dll terimakasih telkomsel,Positif
272,min telkomsel mohon ecek tab dm nya terima kasih,Positif
273,halo telkomsel ya laku sistem aktivasi nomor terima kasih,Positif
274,yang emang pake im aja suka kena spam boikottelkomsel telkomsel yang tangan ganggu terima kasih,Positif
