,Unnamed: 0,Tweet,Label
136,136,terimakasih indihome telkomsel telkomcare sabar buah sikat netflixid vpn cihuuuy,0
137,137,terimakasih telkomsel harga mahal udah minggu sinyal ancoeeeer,0
138,138,pagi min telkomsel knp ya gapernah beli paket internet gak aktifin nyalain data telkomsel tp tarik pulsa beli paket internet pdhl samasekali gapernah pake tsel langgang internet tlg ya rugi terimakasih,0
139,139,selamat malam kak admin yg sangkut ya jaring telkomsel error buffering ga kuota mohon terimakasih,0
140,140,tsel dirumahaja ku tbtb kasih kuota terima kasih telkomsel,0
141,141,hi telkomsel selamat siang mhon bantu nya jdi kemaren tuh tolong potong kartu sim biar nano sim stelah potong ga baca udh coba msih ttep gakebaca mhon respon nya ya dri telkomsel terimakasih,1
142,142,dirgahayu telkomsel yang terimakasih setia tani sampe emang provider jos,0
143,143,barusan telp rekan tugas yg kampung bilang kampung sinyal g telkomsel titik tugas terima kasih moga layan maksimal,1
144,144,min admin telkomsel tolong bantu nomor yang kode puk terima kasih,1
145,145,selamat pagi telkomsel mohon kualitas sinyal jaring internet wilayah desa ngeposari semanu gunungkidul utama dusun kangkung terimakasih,1
146,146,terimakasih kuota darurat ya brouw telkomsel,0
147,147,dear telkomsel admin staff selamat raya idul fitri mal aidzin wal faidzin mohon maaf lahir batin terimakasih service lelah layan keluh yang tugas selamat tugas,0
148,148,lebaran rumah rantau yg ga mudik jasa telkomsel berharha vc bareng keluarga terima kasih telkomsel berkat sinyal mu yg stabil yg maaf maaf an jancok jancok an,0
149,149,selamat malam telkomsel siang sy tukar daily check in tp blm masuk ekstra kuota mohon bantu ya min terima kasih,0
150,150,dear admin telkomsel tolong min sinyal simpati daerah larang utara ciledug tangerang buruk ya mohon dpt terima kasih,0
151,151,tiwas tang isuk sisa kuota gb ku takedown mbe telkomsel terima kasih bahagia doang,0
152,152,jugaa telkomsel ngasi thr gb paket malam alhamdulillah terima kasih telkomsel,0
153,153,gara pake telkomsel liat video twitter yg menit menit terimakasih isi luang,0
154,154,min telkomsel lokasi sy sinyal internet jelek lancar jaya mohon perhati terimakasih,0
155,155,tolong telkomsel jaring lebaran jaring yg error siang terima kasih,0
156,156,selamat malam nomor simpati tenggang isi pulsa terima panggil mohon solusi nya terimakasih simpati telkomsel grapari,0
157,157,admin telkomsel tolong jaring g lte lurah kuncir indah tangerang stuck network g lapor kendala terima kasih,0
158,158,malam telkomsel area kebayoran selatan alami ganggu internet jum at malam sampe mohon bantu kece terima kasih,0
159,159,selamat siang telkomsel kartuhallo kick gold dgn limit rp ga beli ekstra kuota pdhl mohon info terimakasih,0
160,160,beli paket internet sahur rp utk gb jam wib lumayan habis utk download drakor dpt lengkap drakor hyena bbrpa episode terimakasih telkomsel hibur mantap tahan,0
161,161,gimana yah kak udah restart hp udh ganti posisi sim udah ganti jaring google ko gin ya kak jaring nya emergency calls only no nya banget pakai hariini terima kasih telkomsel,0
162,162,selamat pagi mohon bantu ga aktifin paket combo yang gb gunain paket terimakasih telkomsel,0
163,163,terima kasih telkomsel myxl indosatcare yang bantu backup kampanye wfh sfh rfh bentuk edukasi sehat akun,0
164,164,terima kasih kuota internet malam telkomsel yg teman begadang racun emang,0
165,165,terima kasih telkomsel simcard ana g,0
166,166,hai min telkomcare telkomsel informasi gerai telkomsel yg buka utama wilayah jakarta timur jam operasional nya terima kasih,0
167,167,senin pakai g ceria telkomsel yang ngebut bangeeet gb harga rb aja terima kasih telkomsel,0
168,168,gak telkomsel malam in ngasih gratis nelpon puas gw udah putus doi tad siang terima kasih,0
169,169,regitrasi ulang kartu coba registrasi kartu balas nomor daftar gimana ya kak solusi biar fitur internet aktif terimakasih telkomsel,0
170,170,dear telkomsel gimana aktif paket society orang ajar aktif paket terima kasih,0
171,171,tolong pulih jaring telkomsel telkomindonesia telkomcare pasca banjir bandang takengon aceh sore sulit akses data telepon terima kasih,0
172,172,halo kick paket hibur yg paket ya browsing youtube mohon terima kasih telkomsel,0
173,173,dear telkomsel mohon informasi kait tagih kartuhalo periode april mei yang masuk e mail terima kasih,0
174,174,selamat malam telkomsel mohon informasi periode undi racing thr juta periode terima kasih,0
175,175,terima kasih kuota telkomsel gratis yudha salam cs yg nama natasha ya,0
176,176,hallo telkomsel mohon bantu nomor tiba blokir telp terima telp internet blokir telp call center flat nomor lapor kasih tlg follow up,0
177,177,dear telkomsel simcard tolong cek inbox yaa terimakasih,0
178,178,dear telkomsel simcard tolong cek inbox yaa terimakasih,0
179,179,hai telkomsel malam sinyal bar lot hujan sore malam moga cepat ya terimakasih,0
180,180,x minggu k telkomsel terima kasih,0
181,181,terima kasih yudha support gb nya telkomsel,0
182,182,terima kasih telkomsel beli paket data bantu buruk sinyal,0
183,183,telkomsel nya pakai telkomsel ya telkomsel terima kasih main konsisten hilang paket data,0
184,184,halo kartu ayah ganggu layan kartu sim re input cek atur mohon bantu terima kasih telkomsel,0
185,185,pahlawan yang juang terima kasih semangat yang padam rumah pahlawandarirumah sabturindu indihome telkomindonesia telkomsel,0
186,186,terima kasih telkomsel kuota saran coba proses singkat gitu,0
187,187,terimakasih telkomsel udah masuk pulsa yak mantap unj official,0
188,188,info grapari by daerah rancaekek bandung telkomsel terima kasih,0
189,189,selamat malam telkomsel mohon maaf nomor isi ulang ya sms masuk isi ulang ya terimakasih,0
190,190,hallo admin knp ya gak akses youtube coba on off mode pesawat speedtestnya lancar youtube masuk menu gak muncul apa min tlg bantu yooo telkomsel terimakasih,0
191,191,terimakasih telkomsel akses internet super lambat rumah eug puasa pahala ngalir terusss,0
192,192,terimakasih telkomsel dah beres jaring dah normal g nya telkomsel dah gw follow jg tuh,0
193,193,halo telkomsel case id selesai nih jam udah beres ken bilang bajing terima kasih,0
194,194,terima kasih telkomsel sinyal buruk tsel dirumahaja ga sesuai tuh ganti aja tselmahalburuksinyal suruh rumah aja layan sinyal hancur ga buka sosmed kecuali wa youtube,0
195,195,gak pasang indihome pakai provider mobile aja terimakasih byu id telkomsel indosatcare smartfrenworld myxlcare,0
196,196,telkomsel terimakasih hidup kalang kabut,0
197,197,halo telkomsel case id selesai nih minggu loh jam selesai terima kasih layan yang sangat jelek,0
198,198,dear telkomsel saran ya dukung stayathome mohon kuota khusus youtube kids anak lbh bahagia streamingnya ortu gk sek beli kuota terima kasih,0
199,199,siang min telkomsel app my telkomsel ga buka yah terima kasih,0
200,200,assalamualaikum telkomsel tolong sedia paket app mytelkomsel yg dipake area jgn pisah internet lokal omg jd sayang kuota yg ga kepake terimakasih,0
201,201,dear mimin telkomsel mohon info grapari semarang yang buka aktivasi kartu yang hilang terima kasih,0
202,202,terima kasih hooq id telkomsel,0
203,203,semenjak laku psbb nyata internet laku psbb gak cuman perdana kartu hp telkomsel aja yg laku psbb nyata indihome laku psbb terima kasih ber ber hebat,0
204,204,terimakasih telkomsel yang tetus giat telat notifikasi kuota habis sisa pulsa nomor blas habis sedot,0
205,205,terima kasih telkomsel jaring yg keluh moga jd yg,0
206,206,halo telkomsel case id selesai nih jam sdh x jam koordinasi coba pake zoom meet gitu koordinasi biar cepat terima kasih,1
207,207,selamat pagi telkomsel tolong dibenerin jaring paket gb laku gak pakai rugi mohon erti terimakasih,1
208,208,sore telkomsel ya internet akses lelet mohon tanggap terima kasih,0
209,209,info no call centre kartu halo telkomsel terima kasih telkomsel,0
210,210,mohon kualitas jaring telkomsel jayawijaya terimakasih,0
211,211,kecewa telkomsel beli paket combo omg gb rp rb bayar via gopayindonesia gojekindonesia my telkomsel nyata gagal tunggu jam saldo gopay operator sibuk terima kasih,1
212,212,hi telkomsel terimakasih layan alhamdulillah pindah provider mahal jaring buruk lokasi percis kantor pusat telkomsel tolong,1
213,213,dear pimpin pt telkomsel indonesia tolong bikinin paket internet unlimited harga kantong ajar plisss butuh sekian terima kasih telkomsel,0
214,214,hay telkomsel mohon stabil koneksi koneksi nya prihatin mohon tanggap keluh lokasi tanjung datuk siak bengkal riau terimakasih,0
215,215,dear telkomsel nomor akun palsu facebook nama nomor utk tipu utk blokir terima kasih telkomcare telkom bareskrimpolri e ss,0
216,216,terimakasih telkomsel jrnganmu sungguh mcm kudacuki,0
217,217,tolong cek isi ribu ka terima kasih telkomsel,0
218,218,tanggal nominal ribu nomor tolong cek ka isi terima kasih telkomsel,0
219,219,hsdpa jalan ninjaku terimakasih telkomsel,0
220,220,pulang kerja tinggal mono liat telkomsel pu jaring internet hancur sj main game online tra bs youtube buffering pdhal res p ya internet wamena hancur tp harga kuota mahal terima kasih telkomsel,0
221,221,hai min telkomsel ya sinyal telkomsel dadak hilang malem trus jam kerja lo oh iya nomor kayak daerah deh pulau karimunjawa cuman sinyal telkomsel yang andal min terimakasih,0
222,222,terimakasih telkomsel sinyal bangsat,1
223,223,hy telkomsel tolong memberhentika layan yg potong pulsa no telkomsel sodara no hp yg kena layan potong pulsa mohon proses terimakasih,0
224,224,dear telkomsel ya kouta koneksi lemott ya kouta sekarat koneksi internet cepet banget mohon cerah terima kasih admin oci,0
225,225,halo telkomsel capek sms nomor ga yang isi tipu togel dsb tolong data pribadi langgan disebarluaskan izin terima kasih,0
226,226,ya telkomsel paketin terima kasih proses gtu ga reply please bantu yaa,0
227,227,terima kasih linkaja mudah ojol isi bbm diskon gampang bayar tagih pln indihome aetrajkt telkomsel hallo,0
228,228,jaring telkomsel daerah kec krayan kab nunukan kalimantan utara stabil terima kasih telkomsel,0
229,229,terima kasih indihome internetnya yg lambat telkomsel yg sinyal ilang ilangan,0
230,230,bahagia liat paket kouta telkomsel promo gokil dahh sumpah terimakasih terimakasih terimakasih,0
231,231,min telkomsel pulsa gw ga laku transaksi loh mohon terima kasih ridwan,0
232,232,terima kasih telkomsel indihome gagal uji pagi mohon seko biar uji,0
233,233,teman gua yang pakai telkomnjing ngeluh jaring pakai main game alih indosat terima kasih telkomsel telkomindonesia telkompromo layan,0
234,234,maaf min internetan gak udh beli kuota telkomsel please respon min terima kasih,0
235,235,halo mimin telkomsel min paket kartuhallo bayar tagih bayar ya telpon pusat informasi kartohallonya mohon info mimin terima kasih,0
236,236,selamat siang telkomsel lapor wakil utk area jl raya ujung genteng surade petir yg timpa wilayah yg sinyal g amp g mati kena petir terimakasih,0
237,237,hai telkomsel pulsa potong gak dipake paket gak traksaksi mohon bantu terimakasih,0
238,238,terima kasih indihome bantu habis kuota internet telkomsel work from home,0
239,239,ehe main molen lancar mood wkwkwk terima kasih telkomsel,0
240,240,hallo telkomsel lapor nomor tipu yang telpon tolong selidik blok ya terima kasih,0
241,241,alhamdulillah terimakasih telkomsel,0
242,242,g ceria gb telkomsel terimakasih,0
243,243,terimakasih telkomsel sinyal buruk sinyal buruk sabar buka twiter main pubg mati too soon moga sabar dosa aamiin sehat ya,0
244,244,malam masuk nomor voucher kuota telkomsel langsung masuk kuota pagi masuk pulsa utama mohon telkomsel kuota internet masuk terimakasih,0
245,245,pagi telkomsel mytelkomsel ganguan ya beli paket internet ko ga bisa terima kasih,0
246,246,malem admin telkomsel laku beli paket malam pulsa mohon solusi admin terima kasih,0
247,247,untung paket darurat telkomsel terima kasih telkomsel,0
248,248,admin tolong sinyal g loading aja pakai main game terimakasih telkomsel,0
249,249,terimakasih playanan yg muas grapari telkomsel ciputat,0
250,250,jaring telkomsel desa desa buanasakti batanghari lampung timur susah btw pakai im ooredoo utk ngetweet terimakasih telkomsel telkom im ooredo indonesia,0
251,251,telkomsel ya signal kalimantan barat kabupaten bengkayang camat capkala signal bagus g moga tanggap telkomsel terimakasih,1
252,252,emang bener ya langgan setia telkomsel tawar tarik aja buka aplikasi mytsel free youtube whatsapp dll terimakasih ya pilih manjadi langgan dg promo,0
253,253,terima kasih telkomsel,0
254,254,tolong drespon komplenan telkomsel terimakasih,0
255,255,terima kasih telkomsel selamat paket surprise deal gb rp aktif laku tgl pkl wib cek status henti langgan my telkomsel apps hub info superdeal,0
256,256,halo telkomsel beli vocher telkomsel gb pas masukin kode ko gabisa yaaa tulis sistem sibuk terimakasih,0
257,257,barusan lapor sms tipu telkomsel resah banget aja masuk mohon tindak serius laku jera kalo terima kasih,0
258,258,selamat pagi min telkomsel indihome yg internet kantor layan tangan ya mohon bantu tunda bayar internet terimakasih,0
259,259,siang min indihome telkomsel nanya lampu pon router kedap kedip merah daerah cisaga jawa barat mohon bantu terimakasih,0
260,260,usul dear telkomsel kuota gb maxstream paket iphone plan nya balikin omg youtube aja deh faedah kayak terima kasih,0
261,261,halo telkomsel tolong kabur hindar sepele please paket data yg blm masuk hbs laku balikin aja gopayindonesia kirim email mohon maaf proses terima kasih,0
262,262,menit internet bikin was was gabisa nonton terimakasih telkomindonesia telkomsel kabar kabar kalo sistem biar cari back up an,0
263,263,min telkomsel nonton film maxstream ngambilnya kuota utama beli paket maxstream terimakasih,0
264,264,punten telkomsel beli kuota gagal ya pulsa utk beli kuota terimakasih,0
265,265,rela rp telkomsel paket combo omg gb via gopayindonesia yang gagal masuk saldo potong terima kasih tanggap hormat langgan yang kecewa terima kasih,0
266,266,paket data nyampe jg ngomong proses kek followup kek udah kagak percaya makasih telkomsel udah php tipu terima kasih,1
267,267,halo telkomsel tolong cek dmku ya urgent terimakasih,0
268,268,halo telkomsel tunggu dr kerja yg jatuh jumat juli alhamdulillah wa syukurillah kuota sy diinject amp sy terima pagi tgl juli terima kasih telkomsel moga ga aamiin,0
269,269,halo telkomsel kasih temen ujreal promo kasi klo ngechat ngadet dapet promo nya dikit langgan setia terima kasih kak,0
270,270,dear mba kimmy jeslyn nayla ruina laras alya mas robby telkomsel terima kasih bantu no yg pesan utama mas robby jam telepon mas robby sim card nya kantor terima kasih sukses,0
271,271,telkomsel tau kalo gak sms text message dr hp gak kentang nomor sebar kang judi onlen agent pinjam uang agent kpr dll terimakasih telkomsel,0
272,272,min telkomsel mohon ecek tab dm nya terima kasih,0
273,273,halo telkomsel ya laku sistem aktivasi nomor terima kasih,0
274,274,yang emang pake im aja suka kena spam boikottelkomsel telkomsel yang tangan ganggu terima kasih,0
275,275,ber terimakasih bang dennysiregar gak tau kalo data bobol dgn bang dennysiregar tau kalo telkomsel lemah,0
