Tweet,Label
Maaf min @Telkomsel kenapa udah 3 hari ini Telkomsel di daerah Banjar Rejo kec.batang hari Lampung timur jaringan internet lemot ga kayak biasanya mohon untuk diberi keterangan dan tanggapan terimakasih.🙂,Positif
Maaf min @Telkomsel kenapa udah 3 hari ini Telkomsel di daerah Banjar Rejo kec.batang hari Lampung timur jaringan internet lemot ga kayak biasanya mohon untuk diberi keterangan dan tanggapan terimakasih.🙂,Positif
"Selawewu landub, terima kasih @Telkomsel selalu ngabarin kuota habis setelah nyedot sisa pulsa.",Negatif
"Please ya @Telkomsel bantu kegiatan wfh kami dengan menjaga sinyal tetap stabil, karena kami bergantung sepenuhnya pada sinyal internet. 
Terima kasih.",Positif
Terimakasih @ruangguru adikku dapet kuota 30GB dari @Telkomsel sangat membantu sekali ♥️♥️♥️,Positif
"apresiasi banget sama @ruangguru yang udah ngasih kemudahan buat anak bangsa, dengan kelas online gratisnya, ditambah kerjasama nya dengan @Telkomsel untuk kuota 30gb 0rupiah. terima kasih banyak✨",Negatif
"Terima kasih @ruangguru &amp; @Telkomsel bisa membantu anak-anak untuk tetap belajar disaat wabah virus #covidー19 melanda Indonesia. 
Selalu ada hikmah dibalik sebuah bencana.",Positif
Terimakasih @telkomsel dan @ruangguru anak anak jadi bisa tetap belajar,Positif
"Terkait dengan pembelajaran jarak jauh yang tentunya membutuhkan kuota internet, diharapkan para provider menurunkan harga kuota menjadi lebih terjangkau, terima kasih. @Telkomsel
@IndosatCare @XLAxiata_Tbk @AXISgsm @smartfrenworld",Positif
"Selamat siang, saya mau menyampaikan keluhan. Saya pengguna by.u, jaringan internet saya selalu jelek bahkan sering tidak connect sama sekali. Mohon agar diperbaiki, terimakasih. @byu_id @Telkomsel",Negatif
"Terima kasih @ruangguru dan @Telkomsel 😊

Anak saya senang sekali bisa belajar di rumah.",Positif
"Dear @kemkominfo @IndosatCare @myXL @XLAxiata_Tbk @Telkomsel @AXISgsm @smartfrenworld 
Sudah banyak kampus mulai beralih ke daring, mulai banyak kantor menerapkan #workfromhome semoga kuota internet dibuat lebih murah dan jaringan lebih stabil

Terima Kasih",Negatif
"Yth @Telkomsel demi kemaslahatan bersama selama mewabahnya virus COVID-19 agar paket2 kamu yg kurang masuk di kantong saya khususnya, bisa di diskon 90%. Terimakasih.",Negatif
"Pak @jokowi saya punya saran. Supaya pada betah di rumah tolong minta @Telkomsel dan @IndiHome buka blokir @NetflixID 

Biarkan Kingdom membantu bapak, terima kasih!",Negatif
"Selamat siang admin @Telkomsel. Saya ingin menyampaikan keluhan kalau pulsa saya sedikit demi sedikit berkurang padahal saya tidak melakukan pemakaian berupa telpon, SMS atau pemakaian paket data. Mohon ditanggapi karena saya merasa dirugikan. Terima kasih.",Negatif
"Selamat pagi, saya mau tanya kenapa nomor saya tidak bisa cek pulsa dan app telkomsel tidak bisa dibuka. Terima kasih
@Telkomsel",Positif
"Me : kurangin waktu untuk ngecek wa sosmed dengan ga aktifkan paket.
Also me : liat #surprisedeal langsung beli kuota
Terimakasih @Telkomsel udah buat niat nya gagal 😅",Negatif
Haloo @Telkomsel cuma mau bilang akhir2 ini jaringan mu setelah masuk jam 6 sore jelek sekali di daerah ku. Terima kasih,Negatif
"Terima kasih atas setiap info nya min @Telkomsel 
Semoga semakin maju dan lebih baik lagi kedepannya... Karena tidak semua kendala bisa teratasi dgn baik jadi harus bisa memaklumin atas semua usaha yg sudah di lakukan oleh tim @linkaja",Negatif
terima kasih @Telkomsel anda mrmbuat saya berhenti bermain game dan berhenti jadi pelanggan anda😀😀😀,Negatif
"Dear @Telkomsel untuk perbaikan jaringan internet utk daerah Maluku, kabupaten buru selatan khususnya. Terima kasih",Positif
Halo @Telkomsel ibu saya beli paket combo yg ada pake telp gratis 100mnt tp kok pulsa sll terpotong saat telfon. Padahal di sms tertulis paket aktif sejak tanggal 6 maret 2020. Terima kasih,Negatif
"Halo @Telkomsel , internet lokal saya tidak bisa dipakai padahal lokasinya sudah sesuai, sisa kuota utama+OMG sudah nol. Semua saran dari web/blog orang udh dilakuin, tetep gabisa. Mohon solusi secepatnya ya. Terimakasih.",Negatif
"Terima kasih @Telkomsel sudah memberikan jaringan yang bikin orang emosi
Solusi yang anda berikan tidak membantu sama sekali, terima kasih",Negatif
Terima kasih @IndiHome &amp; @Telkomsel sdh mempersulit netflix saya,Negatif
"tolong cek telkomsel no 081221274456, gak bisa konek internet @Telkomsel terimakasih",Negatif
"Halo @Telkomsel , kenapa beberapa hari ini jaringan internet saya sering hilang-hilangan ya, padahal biasanya baik-baik saja dan selalu 4G, mohon konfirmasinya, terima kasih.",Negatif
"Sudah sebulanan jaringan @Telkomsel bermasalah di sekitaran Takengon, Aceh. harap penanganan lebih lanjut. Terima kasih",Negatif
"Alhamdulillah akhirnya kuota @Telkomsel ku sudah masuk gara2 voucher eror kmrn. Terimakasih admin telkomsel yg sabar nanggepin saya, seneng bgt rasa nya kuota sy balik lg walaupun harus bersabar beberapa hari. 😍",Negatif
"Akhirnya bisa daftar extra kuota, @Telkomsel terima kasih sudah dibantu penambahan limitnya",Positif
Selamat pagi cs @Telkomsel . Mau tanya no 0812869487 apakah benar no sc telkomsel. Ada sms masuk dari no tersebut menawarkan upgrade paket kartu hallo. Terima kasih.,Positif
Hi @Telkomsel @TelkomCare mohon infonya jam operasional dan gerai grapari yg buka di jakarta selama psbb berlangsung. Terimakasih,Positif
terima kasih telkomsel :) ternyata teman teman aku lebih baik ! cukup cukup sudah !!! Ayo selesaikan #PreprocessingLelah #BacaDuluAja #SemangatPuasa @Telkomsel,Negatif
"terimakasih penanganannya dg baik, @Telkomsel 🙏",Positif
Terima kasih @Telkomsel 17gb cuma 6k 🥰,Positif
btw terimakasih @Telkomsel sudaah mempersulit kami yang #dirumah aja,Negatif
"setelah 24 jam gadikasi koneksi, akhirnya sekarang koneksinya muncul lagi, terima kasih @Telkomsel semoga kedepannya ga ilang ilang lagi ya koneksinya",Negatif
"Terimakasih team cs yg luar biasa @ShopeeID  Bwt bantuannya , Akhirnya sy dpt berganti nmr lma @kartuHalo @Telkomsel   Ke nmr krt halo sy yg baru 😇 , Masukan saja utk shopee kalau ada user yg lbih dr 1 thn atau wkt2 tertentu agar menghapus akun yg tdk bertransaksi agar tdk susah",Negatif
"Terima kasih @Telkomsel walaupun harganya agak mahal pelayanan memuaskan, sering sering ya gratisan paket ya soalnya lockdown bikin susah untuk masalah paketan wkwk",Positif
Berharap lagi pandemi gini makin murah ternyata paketan internet malah naik 🤗 terima kasih @Telkomsel .,Negatif
"Min @Telkomsel diwaktu saat ini, kalau mau mengurusi nomor yg sudah lewat masa tenggamg bagaimana ya. Sudah menghubungi grapari trdkat tetapi nomor sibuk terus. Mohon infonya. Terimakasih sebelumnya.",Negatif
terima Kasih @TELKOMSEL untuk tidak henti hentinya mengirimkan sms. saya sedang membuat video untuk pekerjaan yang ternyata berhenti karena sms yang masuk. sekarang saya harus mengulang pekerjaan saya. good job!,Positif
seminggu sudah internet gabisa dipakai dan hampir beberapa hari lg pun kuota saya akan hangus. terimakasih :) @Telkomsel,Negatif
"mohon maaf @Telkomsel , kenapa kalo listriknya mati jaringan telkomsel saya selalu hilang ya 🙏🏻 🙏🏻 terimakasih",Positif
"Akhir2 ini bbrp kali dikecewakan oleh @Telkomsel , terimakasih",Negatif
"Peningkatan sistem @Telkomsel yang tidak pernah selesai !!!  Berdampak dengan kualitas internet siang ataupun tengah malam yang tidak stabil sangat MERUGIKAN pelanggan dan menguntungkan pihak @Telkomsel segera tindak lanjuti.
Terima kasih",Negatif
"Telkomsel @Telkomsel
baru isi pulsa cuman dapat sms konfirmasi pulsa sukses tapi dicek di *363# dan my telkomsel koq tetap pulsa 0 ! tolong di konfirmasi min. trims Isi ulang pulsa Rp 10,000 telah berhasil dengan SN : 01932800000680042228 pada 16/04/2020 16:18:47. Terima Kasih",Negatif
Min @Telkomsel saya ada kendala ini. Kalo ada penjelasannya lebih baik. Terima kasih,Negatif
"selamat pagi 
@Telkomsel
 saya minta
PUK untuk nomor 081294545630
iccid 621008942554563000 terimakasih",Positif
3 bulan kedepan diisin pulsa sama telkomsel. Terima kasih @Telkomsel,Positif
Terimakasih @Telkomsel karena akhir-akhir ini sinyalmu stabil. Pembelajaran online lancar dan gaming ngga lag lagi. ☺️,Positif
"Dear @Telkomsel 
Mohon dibantu respon lanjutan saya yg sudah dikirimkan via direct message
Terimakasih,",Positif
Hi @Telkomsel sy ingin menanyakan perihal tagihan kartu halo saya selama diluarnegri yang hanya melakukan transaksi 2-5kali SMS perbankang tapi tagihan saya tinggi.sementara data tidak aktif.ponsel selalu saya tinggal di lemari.tolong di beri penjelasan. Terimakasih,Negatif
"Hallo @Telkomsel terima kasih atas sinyalnya yang bagus,  dimasa kuliah online pas bagian absen tiba"" terputus sinyalnya,  terima kasih atas pelayanannya dan atas harganya 🙏👍👍👍👍",Negatif
"Ngajar online pegel kuping ya, terimakasih @Telkomsel tlpn 2 menit kepotong 2ribu eh jadi gratis all operator jadi cinta",Negatif
Setelah saya konsul konksi internet ke @Telkomsel  luar biasa koneksi saya jadi tambah jelek terimakasih telkomsel,Positif
"Halo @FirstMediaCares internet saya sudah lancar 

Terimakasih @Telkomsel",Positif
"Selamat pagi Bapak/ibu. Mau Nanya, Untuk mengajukan proposal Sponsorship. Kira2 apa saja persyaratannya ya. 
Terimakasih wassalam.
@IndosatCare @IM3Ooredoo @triindonesia @Telkomsel @psfoundation @pocariID",Positif
"Terima kasih @Telkomsel , saya mengerti apa arti sabar yang sesungguhnya :)",Positif
"Min @Telkomsel tolong paket ketengan yang Youtube jangan mentok di 3GB/7 hari. Saya mau yang 15 GB/1 bulan, mahal juga gapapa, karena saya ingin ngeliat kompilasi Idola Bogeng

Terima kasih.
Maulana Adieb Fadloly",Positif
Terimakasih @Telkomsel sinyalmu luar biasa jeleknya :),Negatif
"mati listrik + sinyal telkomsel awut awutan + gaboleh keluar rumah.

kombinasi yang sangat menyebalkan :)
terimakasih @pln_123 @Telkomsel sudah membuat #dirumahaja makin suram...",Negatif
Terimakasih @Telkomsel jaringannya stabil. Nomor Simpati saya pake jadi personal hotspot utk tetap lancar mengirim update kerjaan. Maklum XL sedang No Service #dirumahaja,Negatif
"Yth:
@telkomselflash 
@Telkomsel 
di rumah aja. 
tolong jaringan internet nya di koreksi ada apa kok buruk sekali  jaringan nya selama ini
(terima kasih)",Negatif
"Pagi @Telkomsel , tolong ini kenapa nomer telkomsel tante saya ngga bisa buat cek pulsa cek paket data n ngga bisa buat internetan.. Saya dmkan nomernya, terima kasih",Negatif
"tolong ini @Telkomsel dan @IndiHome mohon kerjasamanya, tolong ini kenapa jaringannya jele banget dari hari senin. yg artinya sudah 4 hari signal terganggu, terima kasih",Negatif
Selamat malam @Telkomsel jaringan di rumah saya buruk. Tolong dibantu biar saya bisa menggunakan internet dengan lancar. Terima kasih.,Positif
"kalo pemerintah suruh dirumah aja tolong internet @Telkomsel lancarin dong. inyong arep online ndet ndetan internetnya. 
tolong dibantu pak @DKIJakarta @aniesbaswedan biar gak boring didlm dirumah. terima kasih.",Negatif
"Dear @Telkomsel kami informasikan untuk sinyal di tempat tinggal saya belakangan ini kurang bagus. Mohon arahan dan bantuannya, supaya sinyal di handphone saya jadi lebih lancar. Terima kasih.",Positif
"terima kasih @Telkomsel pembelian kuota saya sudah berhasil, akhirnya saya bisa terima kabar dari dia. iya dia.",Positif
"Tolong untuk ditingkatkan layanan Jaringan @Telkomsel  di Daerah Kemanggisan, di sini jaringan selalu hilang, Terima Kasih",Positif
"dear @Telkomsel saya mau beli paket menggunakan app My Telkomsel, tapi error. tolong dibanting. terima kasih.",Negatif
"Pagi miin, kartu @Telkomsel ku kenapa buat cek pulsa dan kirim sms gak bisa ya min, padahal untuk terima sms dan telpon bisa, mohon bantuannya min. Terimakasih",Positif
"Dear admin @Telkomsel ,
Kenapa saya tidak bisa mengaktivasi paket ya, sudah beberapa kali dan tidak ada notifikasi berhasil/gagal. Mohon bantuannya ya, terimakasih.",Positif
Terimakasih @Telkomsel,Positif
Min @telkomsel info dong kartu istriku terblokir tapi Grapari pada tutup. Mohon info solusinya dong. Terima Kasih,Positif
Terimakasih layanannya! Terbaik! Eh sori sori udah seminggu belum dibales @Telkomsel,Negatif
Halo @Telkomsel Untuk fitur LinkAja tolong untuk top-up balance nya tambahin BCA donk... saya yakin banyak pengguna tSel yang menginginkan.. terima kasih,Negatif
"Terima kasih @Telkomsel membaik jaringannya... Tapi tetep aja defeat, soalnya tim saya nub :(",Positif
"terima kasih @Telkomsel dan @Kartu_As telah menemani selama 13thn, dengan kualitas yg semakin hari semakin memburuk. Saat ny #MoveOn",Negatif
"Katanya bulan puasa itu bulan melatih kesabaran. Ini belum bulan puasa kesabaran udh dilatih hampir sebulan.

Terima kasih @Telkomsel sudah menguji kesabaran selama WFH 3 minggu ini 😌🙃",Negatif
"Terimakasih @Telkomsel telah mendengarkan keluhan kami kemaren. Tolong dirikan tower lagi di daerah kami supaya bisa memenuhi kebutuhan sehari"" @Telkomsel . Hanya @Telkomsel yg ada di daerah kami. Tolong Bersahabatlah. Kami merindukan akses  lancarmu di daerah  kami",Positif
Kak ada cara lain ga ganti kartu saat pandemi grapari tutup..terima kasih @telkomsel,Positif
"Halo Admin @Telkomsel , saya ingin menyampaikan sedikit permasalahan terkait jaringan telkomsel akhir-akhir ini. Sinyal sangat lemah tidak seperti biasanya. Mohon segera diperbaiki agar kami yang #dirumahaja lebih produktif dan #TerusBergerakMaju

Terima kasih.",Negatif
"Dirumah pake WiFi @IndiHome, Hp ke1 pake @Telkomsel hp ke2 pake by.u! Hari ini semuanya down, kerjaan ancur berantakan. Terima kasih banyak!!!!",Negatif
Terima kasih @Telkomsel 30gb nya,Positif
"TERIMA KASIH @Telkomsel ATAS PAKET 30GB HANYA RP 10,- ❤❤❤❤❤❤❤❤❤❤❤❤❤❤",Positif
"Dear @Telkomsel knp saat melakukan cek pulsa kok permintaan tdk dpt diproses trs ya dari beberapa hari yg lalu sampai sekarang, mohon bantuannya terimakasih",Positif
"Terimakasih @Telkomsel untuk internet super murah 30GB hanya Rp 10,-. #DirumahAja #telkomsel #COVID19indonesia #CoronaIndonesia",Positif
"Terimakasih @KPU_ID yg mengajarkan kami tata cara pemilu lansung. Semoga keadilan sosial @KemensosRI juga untuk kami, 
Terimakasih atas sinyal 2G untuk kami @Telkomsel. Mudah2an kami bisa berjuang di era industri 4.0 @Itjen_Kemdikbud.

#bangsatbangsa
#Jokowi
#telkomsel",Negatif
"Heii kak @smartfrencare @Telkomsel kalian ber2 lagi pada janjian yah ,,,nih sinyal jelek amat 

Terimakasih
~ Kiki ~",Negatif
"Dear, @Telkomsel YTH

Kalau signal terus terusan jelek kaya gini, berarti anda tidak mendukung gerakan #dirumahaja. Mohon segera diperbaiki, karena menggaggu produktifitas kami untuk WFH

Terimakasih
Pengguna,",Positif
Seneng rasanya kalau kuliah online sinyal bagus dan cepat. Terima kasih @Telkomsel 😇.,Positif
"Pagi @Telkomsel kenapa setiap paket data tinggal 1GB lalu dicek keesokan harinya tinggal 100MB, padahal malam tidak dipakai untuk apa2, sudah 2 kali terjadi di 2 nomor yang berbeda. Kiranya admin bisa memberi jawaban/solusi karena ini menyangkut kuliah online. Terima kasih :)",Positif
"Terimakasih @Telkomsel pulsa saya terbuang dengan percuma dengan paket internet yang tiba-tiba aktif gajelas
Awalnya saya kira saya yang salah, tapi pas nyari di twitter ternyata banyak yang kejadian kayak gini
Masih ga ngerti kenapa bisa langsung aktif paket gajelas itu😤",Positif
Mohon penjelasannya kenapa harga LinkAja selalu berubah seenaknya disetting sama Diler. Mohon penjelasannya @Telkomsel nama dilernya MKN regional Muara Bungo Propinsi Jambi. Terimakasih.,Positif
"dear @Telkomsel 
di aplikasi my telkomsel pilihan paket data internet hanya sedikit sekalli tidak ada paket OMG, tidak ada paket combo. Yang ada hanya paket darurat.

kemudian saya daftar melalui SMS namun juga tidak bisa..

Mohon untuk di tanggapi . 

Terimakasih",Negatif
"Selamat Siang..
Saya ingin melaporkan bahwasanya nomor saya sering di telepon nomor tidak di kenal dari luar negeri.
Untuk itu saya berharap nomor Telkomsel yang saya gunakan bisa dilindungi. Mohon bantuannya🙏🙏 @Telkomsel @kemkominfo 
Terimakasih",Positif
"Selamat siang..
Saya ingin melaporkan bahwasanya nomor saya sering di telepon nomor tidak di kenal dari luar negeri. 
Untuk itu saya berharap nomor Telkomsel yang saya gunakan bisa dilindungi. Mohon bantuannya 🙏🙏
Terimakasih @Telkomsel",Positif
"Selamat pagi @Telkomsel 
Selamat siang..
Saya ingin melaporkan bahwasanya nomor saya sering di telepon nomor tidak di kenal dari luar negeri.
Untuk itu saya berharap nomor Telkomsel yang saya gunakan bisa dilindungi. Mohon bantuannya 🙏🙏
Terimakasih.",Positif
"Selamat pagi @Telkomsel 
Saya ingin melaporkan bahwasanya nomor saya sering di telepon nomor tidak di kenal dari luar negeri. 
Untuk itu saya berharap nomor Telkomsel yang saya gunakan bisa dilindungi. Mohon bantuannya @Telkomsel 🙏🙏
Terimakasih.",Positif
Terima kasih @Telkomsel berkatmu aku jadi istighfar tiap hari 🙏🏼,Positif
Terimakasih @IndiHome @Telkomsel @TelkomCare kesabaran saya berbuah. Sikat @NetflixID tanpa VPN cihuuuy!,Positif
Terimakasih @telkomsel hargamu mahal tapi udah seminggu lebih sinyalmu ancoeeeer,Positif
"pagi min, @Telkomsel knp ya saya gapernah beli paket internet dan gak aktifin/nyalain data di telkomsel. tp, ketarik pulsa buat beli paket internet.
pdhl saya samasekali gapernah pake tsel untuk berlanggangan internet.
tlg ya, ini sangat merugikan saya.
terimakasih",Positif
"Selamat malam kak/admin yg bersangkutan, kenapa ya jaringan @Telkomsel error terus buffering ga bisa digunakan sampai sekarang padahal kuota masih ada. Mohon penjelasannya, terimakasih",Positif
Tsel-Dirumahaja sedang baik pada ku. Tbtb kasih kuota. Terima kasih @Telkomsel,Positif
"hi @Telkomsel selamat siang, mhon bantuan nya jdi kemaren tuh minta tolong buat potong kartu sim biar jadi nano sim tapi stelah dipotong malah ga kebaca udh dicoba berbagai cara pun msih ttep gakebaca, mhon respon nya ya dri pihak @Telkomsel terimakasih",Negatif
dirgahayu @Telkomsel yang ke 25. terimakasih sudah setia menemani sampe saat ini. emang provider paling jos !,Positif
"Barusan telp rekan di tempat tugas yg saat ini masih di kampung, mereka bilang kalau di kampung sudah ada sinyal 4G dari @Telkomsel ada tiga titik, dua di antaranya dekat dengan tempat tugas. Terima kasih dan semoga pelayanan bisa maksimal.",Negatif
"Min admin @Telkomsel tolong bantu nomor saya yang ini 6281354767366 soalnya meminta kode PUK,terima kasih",Negatif
"Selamat pagi @Telkomsel , mohon diperbaiki kualitas sinyal dan jaringan internet di wilayah desa Ngeposari, Semanu, Gunungkidul. Terutama di dusun Kangkung. Terimakasih.",Negatif
terimakasih kuota daruratnya ya brouw @Telkomsel,Positif
"Dear @Telkomsel
Buat admin dan staff 
Selamat Hari Raya Idul Fitri, Minal Aidzin Wal Faidzin, mohon maaf lahir dan batin. 
Terimakasih untuk service tanpa lelah dalam melayani keluhan dari saya. Untuk yang masih bertugas, Selamat bertugas.",Positif
"lebaran d rumah saja. . .
sebagai perantau yg ga bisa mudik. jasa @Telkomsel sangat berharha untuk VC bareng keluarga.

terima kasih @Telkomsel , berkat sinyal mu yg kurang stabil akhir akhir ini, yg tadinya mau maaf maaf an malah jadi jancok jancok an.",Positif
"Selamat malam @Telkomsel, siang tadi sy tukarkan daily check-in tp hingga kini blm masuk ekstra kuotanya. Mohon bantuannya ya min. Terima kasih.",Positif
"Dear admin @Telkomsel , tolong min ini sinyal simpati di daerah larangan utara, ciledug - tangerang kok lagi buruk ya beberapa hari ini, mohon dpt diperbaiki segera, terima kasih",Positif
Tiwas tangi isuk sisa kuota 44gb ku di takedown mbe @Telkomsel terima kasih sudah membuat bahagia sesaat doang🙃,Positif
"baik jugaa telkomsel ngasi thr 15gb paket malam, alhamdulillah, terima kasih @Telkomsel 😍😍",Positif
"Gara2 pake @Telkomsel aku liat video di twitter yg harusnya 1menit jadi hampir 15menit .
Terimakasih sudah mengisi waktu luangku 😘",Positif
Min @Telkomsel lokasi sy sekarang sinyal internet 6 bulan terakhir jelek.  Padahal sebelumnya sangat lancar jaya. Mohon perhatiannya. Terimakasih,Positif
"Tolong @Telkomsel 
Jaringan diperbaiki sebelum Lebaran.

Agar kami tidak merasakan jaringan yg error hingga siang ini.

Terima kasih.",Positif
"Selamat malam. Nomor simpati saya sudah masa tenggang, tidak bisa isi pulsa lagi, tetapi masih bisa terima panggilan. Mohon solusi nya, terimakasih @simPATI @Telkomsel @graPARI",Positif
Admin @Telkomsel tolong segera perbaiki jaringan 4G/LTE di kelurahan Kunciran Indah - Tangerang. Sudah 2 hari kita stuck di network 3G. Saya sudah lapor kendala ini melalui 188. Terima kasih.,Positif
"Malam @Telkomsel area kebayoran lama Selatan, mengalami gangguan internet sejak Jum'at malam sampe sekarang. Mohon bantuan pengecekan. Terima kasih",Positif
"Selamat siang @Telkomsel saya pengguna KartuHallo Kick Gold dgn limit Rp 250.000. Tapi saya ga bisa beli tambahan ekstra kuota lagi, pdhl waktu itu bisa. mohon infonya. Terimakasih.",Positif
"Beli paket internet sahur Rp.5500 utk 10 GB sehari: jam 00.00-07 WIB. Lumayan. Habis utk download Drakor dpt lengkap 1 Drakor (Hyena) n bbrpa episode lain. Terimakasih @Telkomsel. Hiburan mantap.🤣
Pertahankan n tambah waktunya.",Positif
"gimana yah ini kak, saya udah restart hp, udh ganti ke posisi SIM lain, udah ganti jaringan seperti di google tapi ko masih gini juga ya kak jaringan nya ""Emergency Calls Only"" soalnya no.nya penting banget untuk dipakai hariini terima kasih sebelumnya @Telkomsel",Positif
"Selamat pagi, mohon bantuannya, saya ga bisa aktifin paket combo yang 15gb padahal saya sering gunain paket itu, terimakasih @Telkomsel",Positif
